student_id,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Admission grade,semester,attendance_percentage,ca1_score,ca2_score,ca3_score,best_2_ca_average,mid_term_score,previous_semester_tgpa,academic_trend,academic_risk
STU2396,3,11.333333333333334,6,17,124.2,4,61.0,5.0,2.8,6.9,6.0,7.5,4.39,Declining,1.0
STU2397,0,0.0,6,8,130.0,3,72.6,4.2,8.8,6.4,7.6,7.7,2.57,Improving,1.0
STU2398,5,11.4,6,9,136.1,2,73.3,15.2,16.0,14.1,15.6,11.8,5.01,Stable,0.0
STU2399,6,14.428571428571429,6,7,132.8,2,67.9,9.1,10.6,17.8,14.2,14.6,5.46,Stable,1.0
STU2400,7,12.492857142857144,7,9,126.3,7,72.6,17.1,18.5,10.6,17.8,19.6,6.06,Improving,0.0
STU2401,4,11.5,8,10,111.5,2,69.7,8.4,14.0,20.6,17.3,8.9,4.28,Stable,0.0
STU2402,5,11.2,5,7,118.2,8,87.5,11.3,12.2,19.2,15.7,11.1,5.82,Stable,0.0
STU2403,3,12.0,5,9,115.6,2,64.2,11.3,16.3,18.7,17.5,15.1,6.84,Declining,0.0
STU2404,7,15.885714285714286,8,8,117.8,5,64.9,10.7,9.3,5.2,10.0,14.0,5.87,Declining,1.0
STU2405,4,12.94,7,12,127.0,4,54.7,15.3,11.2,10.5,13.2,6.5,4.34,Declining,0.0
STU2406,6,14.0,6,6,140.0,5,68.5,12.3,20.4,23.1,21.8,15.1,3.48,Improving,0.0
STU2407,0,0.0,0,0,106.0,5,41.5,8.7,5.3,7.3,8.0,5.6,5.17,Declining,0.0
STU2408,0,0.0,7,7,151.0,5,51.5,4.3,9.4,0.6,6.8,3.9,4.78,Declining,0.0
STU2409,0,0.0,5,0,106.4,7,43.8,2.3,4.3,7.0,5.6,0.5,3.46,Declining,1.0
STU2410,4,11.25,5,8,125.3,4,76.2,20.3,23.1,20.8,22.0,22.8,6.41,Improving,0.0
STU2411,0,0.0,5,5,130.0,1,47.4,0.0,0.0,7.4,3.7,2.0,,Improving,0.0
STU2412,4,11.25,6,13,116.0,2,77.4,22.1,24.6,20.4,23.4,28.8,6.38,Improving,0.0
STU2413,3,10.666666666666666,5,11,120.0,5,45.9,15.8,13.5,18.3,17.0,10.4,3.33,Declining,1.0
STU2414,5,11.8,6,9,100.0,4,63.0,13.0,11.4,9.6,12.2,11.3,6.39,Declining,1.0
STU2415,8,11.625,10,19,118.5,4,64.1,16.0,14.4,21.5,18.8,15.7,6.23,Stable,1.0
STU2416,0,0.0,6,11,118.9,4,55.6,14.3,16.7,13.5,15.5,16.5,3.96,Improving,0.0
STU2417,4,10.25,6,8,119.3,3,84.0,9.7,11.1,12.5,11.8,14.6,5.04,Declining,0.0
STU2418,15,10.8,15,16,135.8,6,81.4,13.2,13.3,15.8,14.6,13.1,6.38,Declining,1.0
STU2419,11,12.545454545454543,12,15,130.0,5,75.6,16.8,10.6,17.7,17.2,9.4,7.41,Declining,0.0
STU2420,7,13.571428571428571,7,7,129.8,5,92.9,8.6,3.9,12.0,10.3,3.5,5.42,Declining,1.0
STU2421,0,0.0,6,0,150.0,5,43.8,0.0,7.4,4.7,6.1,3.6,2.68,Stable,1.0
STU2422,0,0.0,5,5,111.9,7,62.9,8.9,4.1,10.7,9.8,9.3,3.29,Stable,1.0
STU2423,6,14.77777777777778,6,9,150.1,4,67.8,18.0,15.6,19.7,18.8,11.1,8.1,Declining,1.0
STU2424,0,0.0,3,4,130.0,8,51.3,4.7,14.2,15.6,14.9,3.6,2.82,Improving,1.0
STU2425,0,0.0,2,2,128.0,1,43.2,0.0,3.4,4.1,3.8,4.6,,Stable,1.0
STU2426,0,0.0,4,4,102.5,5,59.4,7.1,10.1,13.9,12.0,2.7,3.94,Stable,1.0
STU2427,0,0.0,5,10,102.5,5,61.3,4.3,5.5,14.5,10.0,0.7,5.95,Declining,1.0
STU2428,5,11.4,5,5,110.0,4,62.9,7.0,4.0,13.0,10.0,10.0,3.99,Stable,1.0
STU2429,6,11.666666666666666,9,13,114.0,2,78.9,13.5,15.0,16.6,15.8,12.4,6.33,Declining,1.0
STU2430,7,11.285714285714286,10,12,128.2,4,72.6,23.4,21.9,19.1,22.6,19.7,6.22,Improving,0.0
STU2431,4,11.5,6,12,116.5,3,65.1,11.8,15.8,11.0,13.8,17.2,4.14,Improving,1.0
STU2432,5,16.0,5,5,149.3,7,87.6,22.5,22.4,24.3,23.4,17.0,8.21,Stable,0.0
STU2433,6,12.5,6,6,134.1,3,54.5,12.7,25.3,16.9,21.1,12.4,5.36,Stable,0.0
STU2434,4,12.0,5,7,126.6,2,63.1,13.0,14.1,21.8,18.0,18.8,8.2,Declining,0.0
STU2435,0,0.0,5,11,120.0,4,53.8,8.1,7.5,5.9,7.8,7.2,3.86,Stable,1.0
STU2436,5,13.0,5,10,133.5,3,73.7,10.9,9.8,12.8,11.9,12.4,4.96,Declining,1.0
STU2437,13,13.714285714285714,18,27,110.0,1,83.9,18.6,20.0,11.1,19.3,16.3,,Improving,0.0
STU2438,3,12.333333333333334,5,9,107.5,4,66.6,18.8,19.7,20.7,20.2,16.8,5.45,Improving,0.0
STU2439,11,12.727272727272728,17,31,130.0,4,75.6,15.8,12.2,22.6,19.2,11.3,7.88,Stable,0.0
STU2440,1,14.0,5,5,111.6,2,60.1,10.3,12.7,19.4,16.0,12.1,5.3,Declining,1.0
STU2441,0,0.0,5,0,101.0,4,55.8,2.2,11.5,12.1,11.8,8.8,3.69,Stable,0.0
STU2442,5,11.4,6,8,108.3,4,67.3,8.3,12.4,19.0,15.7,11.0,6.06,Declining,0.0
STU2443,0,0.0,5,5,128.2,6,49.5,2.0,5.8,10.0,7.9,7.1,3.27,Stable,1.0
STU2444,6,18.875,6,8,150.0,3,81.8,27.3,25.1,28.4,27.8,26.6,8.7,Stable,0.0
STU2445,0,0.0,6,12,142.8,2,64.5,4.0,11.9,13.9,12.9,3.4,2.69,Improving,0.0
STU2446,6,11.333333333333334,7,15,100.0,8,72.5,24.5,22.9,14.3,23.7,21.1,7.1,Stable,1.0
STU2447,7,13.5,7,9,150.0,4,66.5,14.6,16.0,13.3,15.3,12.9,5.76,Declining,0.0
STU2448,2,15.0,11,12,156.5,1,76.2,24.7,27.8,15.6,26.2,26.0,,Improving,0.0
STU2449,0,0.0,5,10,98.6,6,35.0,3.1,1.8,13.0,8.0,4.0,2.94,Declining,1.0
STU2450,9,14.22222222222222,9,9,130.0,2,72.7,18.6,14.4,17.1,17.8,16.3,6.53,Stable,1.0
STU2451,0,0.0,0,0,118.1,6,41.7,0.2,4.6,2.8,3.7,5.8,2.99,Declining,1.0
STU2452,4,12.0,7,14,120.0,5,78.1,10.0,15.3,15.0,15.2,4.9,5.78,Declining,1.0
STU2453,5,12.6,5,9,127.7,8,68.9,21.8,27.6,15.3,24.7,19.8,6.79,Improving,0.0
STU2454,12,15.083333333333334,12,12,130.0,8,69.3,19.0,21.7,22.1,21.9,16.8,6.16,Improving,0.0
STU2455,0,0.0,5,5,147.7,2,54.7,10.2,13.1,0.1,11.6,10.6,5.1,Declining,1.0
STU2456,6,14.5,6,8,170.0,6,72.1,13.3,18.0,14.6,16.3,17.3,6.66,Declining,0.0
STU2457,6,14.5,6,6,110.2,2,71.9,20.5,20.5,21.8,21.2,18.9,4.96,Improving,0.0
STU2458,3,10.0,5,12,146.4,5,67.2,8.2,10.4,7.9,9.3,4.1,5.02,Stable,0.0
STU2459,0,0.0,5,0,121.0,4,48.2,0.0,6.8,11.9,9.4,4.4,3.24,Improving,0.0
STU2460,5,11.6,5,5,129.9,1,58.7,11.1,15.5,13.5,14.5,12.3,,Improving,0.0
STU2461,4,11.75,6,10,132.0,1,55.7,12.4,15.4,19.7,17.6,7.1,,Improving,0.0
STU2462,0,0.0,6,0,125.9,1,41.6,4.2,7.4,8.4,7.9,3.6,,Stable,1.0
STU2463,0,0.0,0,0,165.7,1,58.3,10.4,14.0,11.1,12.6,11.8,,Improving,1.0
STU2464,0,0.0,6,7,122.7,2,54.8,7.7,15.1,3.9,11.4,15.4,2.34,Improving,0.0
STU2465,4,11.25,5,7,141.4,7,54.5,19.1,15.3,20.9,20.0,11.3,6.17,Stable,1.0
STU2466,5,11.571428571428571,6,9,156.4,4,76.2,9.1,5.0,16.2,12.6,10.3,6.57,Declining,0.0
STU2467,4,10.0,5,7,148.5,6,74.6,19.4,22.5,27.5,25.0,14.5,4.95,Improving,0.0
STU2468,5,13.833333333333334,6,11,140.0,6,87.0,27.2,19.1,26.8,27.0,16.4,5.89,Improving,0.0
STU2469,4,12.75,6,6,131.7,5,76.0,14.8,8.7,15.5,15.2,7.0,6.48,Declining,0.0
STU2470,0,0.0,4,4,104.7,3,58.7,0.0,3.1,7.1,5.1,3.6,3.62,Declining,0.0
STU2471,5,11.6,6,13,150.0,7,89.6,8.6,9.0,16.9,13.0,9.4,6.38,Declining,1.0
STU2472,0,0.0,5,5,110.0,6,49.3,2.1,0.0,10.7,6.4,0.0,2.69,Stable,1.0
STU2473,4,11.25,6,6,129.1,6,60.8,23.0,23.5,25.7,24.6,22.2,5.8,Improving,0.0
STU2474,0,0.0,6,0,120.0,7,42.7,6.7,10.3,8.7,9.5,7.5,3.89,Declining,1.0
STU2475,6,14.333333333333334,6,6,127.0,4,85.4,11.6,11.4,10.0,11.5,11.4,6.68,Declining,0.0
STU2476,0,0.0,6,7,151.5,4,73.2,4.2,12.9,1.1,8.6,6.4,5.18,Stable,1.0
STU2477,20,13.5,23,23,126.8,7,64.1,10.3,16.2,12.0,14.1,9.1,7.68,Declining,0.0
STU2478,6,12.666666666666666,6,8,140.8,3,66.9,20.1,23.6,17.7,21.8,26.0,7.56,Stable,1.0
STU2479,7,12.444285714285714,7,7,125.6,6,71.6,16.7,11.1,25.4,21.0,18.5,8.19,Declining,1.0
STU2480,3,10.666666666666666,5,7,127.8,1,77.6,21.3,16.2,23.8,22.6,22.3,,Improving,1.0
STU2481,0,0.0,0,0,120.0,1,49.7,12.0,17.7,17.7,17.7,11.0,,Improving,0.0
STU2482,6,12.666666666666666,6,6,131.3,4,50.6,17.0,22.9,23.4,23.2,15.3,7.01,Declining,0.0
STU2483,5,13.2,5,5,155.7,1,94.3,16.2,12.2,15.4,15.8,12.1,,Stable,0.0
STU2484,10,12.7,12,20,128.5,8,76.5,12.0,13.9,10.7,13.0,16.6,8.56,Declining,0.0
STU2485,5,14.833333333333334,5,6,170.0,1,80.6,14.6,9.0,13.9,14.2,11.9,,Stable,0.0
STU2486,4,11.5,10,10,100.0,5,64.3,6.5,3.6,2.9,5.0,3.4,6.1,Declining,1.0
STU2487,0,0.0,6,0,107.2,2,57.7,8.7,8.8,3.3,8.8,8.5,4.73,Stable,1.0
STU2488,0,0.0,5,0,139.3,8,45.7,6.6,7.2,7.8,7.5,3.6,4.7,Declining,1.0
STU2489,3,12.666666666666666,5,7,123.2,3,67.0,21.1,16.6,20.8,21.0,12.3,4.72,Improving,0.0
STU2490,6,14.714285714285714,6,7,122.3,1,74.0,16.8,10.6,18.4,17.6,13.5,,Improving,0.0
STU2491,3,13.666666666666666,6,11,127.9,1,53.4,15.5,9.4,14.6,15.0,10.2,,Stable,0.0
STU2492,5,10.8,5,9,120.3,4,62.8,7.0,6.6,15.1,11.0,6.8,5.79,Stable,0.0
STU2493,4,10.5,8,13,128.5,8,67.8,16.4,16.1,14.7,16.2,5.1,5.88,Stable,1.0
STU2494,6,15.0,6,10,150.0,8,70.2,15.2,14.3,18.0,16.6,10.7,6.37,Declining,1.0
STU2495,6,12.666666666666666,6,6,136.1,3,71.4,22.0,19.3,16.2,20.6,18.9,5.51,Improving,1.0
STU2496,6,13.166666666666666,6,7,128.0,4,71.6,17.6,19.6,27.2,23.4,12.3,9.04,Declining,1.0
STU2497,0,0.0,0,0,158.1,1,40.8,9.6,13.4,10.8,12.1,4.3,,Improving,0.0
STU2498,6,13.0,6,6,108.7,4,62.9,16.4,15.3,17.0,16.7,13.8,5.33,Stable,0.0
STU2499,0,0.0,0,0,110.0,4,49.3,5.1,8.0,1.5,6.6,7.9,4.46,Declining,0.0
STU2500,2,10.0,6,13,120.0,2,58.1,18.0,13.8,18.3,18.2,11.3,4.9,Stable,1.0
STU2501,6,13.333333333333334,6,7,150.0,5,76.8,20.5,21.8,24.0,22.9,18.5,6.93,Declining,1.0
STU2502,3,12.333333333333334,6,13,113.0,7,66.3,21.8,27.6,10.1,24.7,20.8,5.98,Improving,0.0
STU2503,20,13.181818181818182,21,23,118.6,1,79.0,23.7,26.8,30.0,28.4,17.7,,Declining,1.0
STU2504,6,12.513333333333334,7,7,148.8,2,55.6,20.3,21.3,15.0,20.8,23.5,7.46,Stable,0.0
STU2505,0,0.0,6,0,120.3,2,65.1,7.9,7.4,11.2,9.6,6.2,3.64,Stable,0.0
STU2506,7,13.585714285714284,8,8,127.0,1,65.3,15.0,10.5,27.0,21.0,12.0,,Stable,0.0
STU2507,7,11.155555555555557,7,9,113.8,2,75.6,12.3,15.9,23.0,19.4,15.1,6.3,Stable,0.0
STU2508,6,11.857142857142858,7,9,108.0,5,62.9,19.9,14.5,10.9,17.2,9.8,8.0,Declining,0.0
STU2509,0,0.0,0,0,129.1,1,55.1,3.6,7.5,8.5,8.0,8.6,,Improving,0.0
STU2510,14,14.0,14,14,135.9,5,87.3,21.7,30.0,28.6,29.3,27.3,7.59,Stable,0.0
STU2511,5,12.0,6,8,154.4,7,75.0,16.4,15.1,13.5,15.8,15.0,7.53,Stable,0.0
STU2512,4,11.575,7,15,190.0,7,91.6,24.9,30.0,23.7,27.4,26.8,6.75,Improving,0.0
STU2513,7,13.198571428571428,7,8,132.5,5,76.8,14.5,18.5,17.0,17.8,14.4,6.53,Stable,0.0
STU2514,6,13.5,6,10,163.3,2,82.2,16.2,13.0,22.9,19.5,17.6,6.27,Improving,0.0
STU2515,6,13.333333333333334,6,6,122.5,1,56.1,17.3,12.7,10.8,15.0,11.0,,Stable,0.0
STU2516,4,14.25,5,10,121.0,2,66.2,12.7,22.4,20.0,21.2,15.9,5.02,Stable,0.0
STU2517,6,12.166666666666666,6,7,131.8,8,69.3,10.1,13.6,13.5,13.6,11.7,5.56,Declining,1.0
STU2518,7,12.214285714285714,8,8,135.0,8,88.8,27.1,25.1,23.5,26.1,23.4,6.57,Stable,0.0
STU2519,6,12.666666666666666,6,8,141.7,3,70.3,14.0,12.1,17.2,15.6,16.7,6.33,Declining,0.0
STU2520,6,12.285714285714286,6,7,131.3,3,67.1,7.2,6.8,15.0,11.1,15.0,5.1,Declining,0.0
STU2521,6,13.0,6,7,123.9,4,72.6,13.8,14.3,16.7,15.5,12.8,4.89,Stable,1.0
STU2522,6,12.142857142857142,6,8,126.1,2,88.1,24.2,24.8,29.6,27.2,24.0,7.33,Improving,0.0
STU2523,7,13.875714285714285,7,8,126.5,8,71.1,6.7,14.1,20.8,17.4,7.6,7.31,Declining,1.0
STU2524,0,0.0,6,0,107.3,2,59.5,8.9,6.0,3.8,7.4,9.7,4.4,Declining,1.0
STU2525,6,11.666666666666666,6,12,95.0,3,59.4,13.4,16.5,25.0,20.8,12.5,6.35,Stable,1.0
STU2526,6,13.153846153846152,6,13,116.1,3,59.0,17.6,14.4,20.2,18.9,26.6,7.21,Improving,0.0
STU2527,6,14.5,6,6,134.6,1,53.1,13.7,12.3,18.5,16.1,6.5,,Declining,1.0
STU2528,7,14.44142857142857,7,7,128.0,3,79.5,24.2,28.1,25.3,26.7,30.0,5.93,Improving,0.0
STU2529,6,15.166666666666666,6,6,144.2,7,85.7,20.6,15.6,17.0,18.8,20.9,7.68,Stable,0.0
STU2530,5,11.6,5,5,129.5,1,75.9,10.2,1.6,7.0,8.6,2.1,,Stable,1.0
STU2531,6,11.666666666666666,6,6,116.8,4,67.8,15.4,15.3,18.7,17.0,23.1,5.31,Improving,0.0
STU2532,6,12.625,6,8,160.0,3,71.3,18.6,16.6,17.5,18.0,13.2,7.58,Declining,0.0
STU2533,3,12.666666666666666,6,14,127.1,2,69.5,15.5,12.1,26.4,21.0,11.8,5.22,Stable,0.0
STU2534,6,12.833333333333334,6,7,126.3,1,85.0,17.5,7.8,13.6,15.6,7.2,,Declining,0.0
STU2535,6,11.857142857142858,6,7,112.9,2,83.8,13.6,21.2,17.2,19.2,15.3,6.62,Stable,1.0
STU2536,5,11.4,6,8,130.2,1,81.0,10.9,12.9,18.3,15.6,11.6,,Stable,0.0
STU2537,5,14.857142857142858,5,10,100.0,3,70.2,11.4,13.2,20.6,16.9,14.5,5.63,Stable,1.0
STU2538,6,14.714285714285714,6,7,121.6,6,78.7,15.1,23.3,12.2,19.2,26.1,4.06,Improving,0.0
STU2539,6,13.5,6,6,130.0,5,72.6,14.5,17.7,11.7,16.1,13.4,5.56,Improving,0.0
STU2540,4,11.5,5,7,121.7,8,67.4,17.9,23.3,25.4,24.4,8.4,6.38,Stable,0.0
STU2541,2,14.0,5,9,120.0,3,70.5,15.5,11.9,17.6,16.6,15.3,6.69,Stable,0.0
STU2542,6,12.833333333333334,7,8,143.5,5,65.8,16.2,10.8,22.1,19.2,11.0,6.79,Declining,1.0
STU2543,7,13.428571428571429,7,7,128.3,5,70.0,20.4,21.4,23.4,22.4,25.5,5.69,Stable,1.0
STU2544,0,0.0,6,0,111.9,2,46.5,0.0,7.6,12.6,10.1,3.5,3.43,Stable,1.0
STU2545,3,11.666666666666666,6,18,140.0,2,78.8,11.4,18.0,14.8,16.4,10.9,6.01,Stable,1.0
STU2546,6,16.0,6,6,137.6,4,78.7,21.9,16.2,16.9,19.4,13.7,5.33,Stable,0.0
STU2547,6,13.833333333333334,6,6,135.0,6,84.9,23.4,24.2,11.3,23.8,23.5,6.27,Stable,0.0
STU2548,8,13.2325,8,9,133.8,3,66.9,30.0,30.0,21.7,30.0,26.1,6.35,Improving,0.0
STU2549,6,14.0,6,6,126.9,2,83.1,12.4,19.2,15.7,17.4,19.7,4.34,Improving,1.0
STU2550,2,10.0,6,14,106.7,8,52.3,14.3,12.5,11.8,13.4,11.4,5.5,Declining,0.0
STU2551,15,13.333333333333334,16,16,145.7,1,61.7,19.3,19.1,14.0,19.2,22.7,,Improving,0.0
STU2552,6,12.5,6,6,153.1,8,67.5,21.6,17.5,19.9,20.8,12.7,6.65,Declining,0.0
STU2553,6,12.5,6,6,118.7,6,80.5,15.1,12.7,22.3,18.7,6.4,4.69,Stable,0.0
STU2554,2,10.5,5,8,161.8,6,63.9,13.6,8.4,12.3,13.0,12.8,2.99,Improving,0.0
STU2555,3,10.666666666666666,5,11,124.9,6,66.7,15.7,12.4,11.0,14.0,11.2,5.71,Declining,0.0
STU2556,4,10.5,5,9,150.8,2,61.5,15.9,13.8,22.2,19.0,12.6,3.97,Improving,0.0
STU2557,4,12.0,5,10,130.0,5,49.3,5.8,5.7,7.1,6.4,1.9,5.49,Declining,0.0
STU2558,0,0.0,0,0,163.6,6,71.7,8.1,4.2,17.6,12.8,1.8,3.63,Stable,1.0
STU2559,5,11.5,5,11,115.0,6,81.2,14.6,9.5,16.5,15.6,14.2,8.49,Declining,0.0
STU2560,6,14.0,6,6,136.8,2,91.5,14.9,20.9,21.9,21.4,17.2,6.41,Improving,0.0
STU2561,6,13.5,6,7,130.9,2,77.5,9.8,7.7,23.7,16.8,5.3,6.88,Declining,0.0
STU2562,8,13.07375,8,8,127.0,3,49.3,14.5,13.8,11.7,14.2,16.4,5.68,Declining,1.0
STU2563,2,10.75,7,9,120.0,4,60.4,14.3,8.0,11.6,13.0,15.2,5.96,Stable,1.0
STU2564,1,12.0,6,11,126.0,4,78.4,17.3,20.6,18.3,19.5,17.1,6.67,Stable,1.0
STU2565,6,14.0,6,6,153.8,6,76.2,22.3,22.5,22.4,22.4,24.5,8.07,Stable,0.0
STU2566,6,12.333333333333334,6,7,140.0,6,63.5,14.4,10.6,27.8,21.1,7.9,6.58,Declining,0.0
STU2567,7,13.464285714285714,7,7,136.6,5,64.5,15.9,14.2,14.6,15.2,16.5,7.19,Declining,0.0
STU2568,3,10.666666666666666,6,14,105.0,2,75.8,9.0,11.6,8.3,10.3,10.5,6.41,Declining,1.0
STU2569,5,11.6,5,6,139.4,4,67.9,14.5,4.0,8.5,11.5,5.5,4.4,Improving,0.0
STU2570,6,13.666666666666666,6,6,140.0,3,79.9,17.2,11.2,20.0,18.6,21.3,7.26,Stable,0.0
STU2571,8,14.4025,8,9,130.8,2,77.7,20.5,19.6,26.1,23.3,20.2,7.57,Improving,0.0
STU2572,7,15.46875,7,9,138.8,1,79.9,18.5,15.9,17.7,18.1,14.3,,Stable,0.0
STU2573,6,12.625,6,8,110.0,3,63.4,14.6,24.6,20.4,22.5,18.4,6.8,Stable,0.0
STU2574,6,14.983333333333334,7,7,127.8,2,73.3,14.9,13.8,27.5,21.2,10.6,7.11,Stable,1.0
STU2575,6,15.0,6,6,134.2,4,51.4,14.5,18.0,19.0,18.5,11.1,6.75,Declining,1.0
STU2576,9,15.88888888888889,9,9,143.0,1,65.2,18.7,22.6,23.8,23.2,17.8,,Improving,0.0
STU2577,4,11.5,6,14,120.0,2,62.3,14.4,15.1,23.6,19.4,11.8,4.44,Improving,0.0
STU2578,2,10.5,6,14,113.2,1,83.2,11.4,10.5,9.2,11.0,6.8,,Stable,0.0
STU2579,6,13.983333333333334,7,7,135.8,5,62.2,25.8,19.7,19.3,22.8,25.5,8.02,Declining,0.0
STU2580,6,13.0,6,6,143.5,4,67.3,24.5,25.9,21.3,25.2,20.1,8.35,Stable,1.0
STU2581,6,13.666666666666666,6,6,148.9,3,72.5,23.0,30.0,18.2,26.5,19.8,5.85,Stable,0.0
STU2582,0,0.0,6,8,115.6,1,73.5,9.6,9.9,2.0,9.8,4.0,,Improving,1.0
STU2583,5,14.4,5,5,159.3,8,77.0,19.7,21.9,21.4,21.6,14.4,5.18,Improving,0.0
STU2584,4,12.0,5,10,138.5,4,78.2,13.5,21.2,19.3,20.2,19.9,5.6,Improving,0.0
STU2585,6,14.166666666666666,6,6,133.2,5,72.2,21.0,24.2,20.5,22.6,21.5,6.73,Improving,1.0
STU2586,5,12.2,6,8,117.6,4,68.7,13.6,11.3,18.6,16.1,14.7,4.81,Improving,1.0
STU2587,3,12.0,5,8,108.7,6,68.3,6.9,6.4,14.5,10.7,10.7,4.15,Stable,1.0
STU2588,2,10.5,5,11,106.0,7,64.5,21.1,27.0,13.8,24.0,20.0,6.08,Improving,0.0
STU2589,3,12.333333333333334,6,8,122.6,3,76.6,9.3,9.7,16.5,13.1,14.9,5.35,Declining,0.0
STU2590,5,12.2,6,7,127.4,5,58.3,17.9,21.0,21.9,21.4,15.5,5.98,Stable,1.0
STU2591,0,0.0,6,6,100.0,2,60.0,0.3,4.4,0.0,2.4,0.0,2.83,Declining,1.0
STU2592,6,11.5,7,10,95.0,5,76.0,22.5,24.5,28.5,26.5,22.7,5.56,Improving,0.0
STU2593,9,10.88888888888889,9,9,130.0,3,71.4,21.7,20.4,14.5,21.0,19.6,6.18,Improving,0.0
STU2594,6,12.166666666666666,7,12,122.8,1,58.4,18.6,18.0,14.0,18.3,17.4,,Stable,0.0
STU2595,2,10.0,5,7,115.0,8,50.2,13.3,11.4,12.7,13.0,14.3,3.72,Stable,0.0
STU2596,6,12.666666666666666,6,6,145.9,7,80.7,14.4,9.2,18.4,16.4,11.6,5.41,Stable,1.0
STU2597,5,11.4,6,9,143.0,2,73.8,27.2,24.9,26.3,26.8,24.4,6.55,Improving,1.0
STU2598,0,0.0,0,0,100.0,8,56.1,8.0,1.2,9.8,8.9,8.7,4.17,Stable,1.0
STU2599,2,13.0,5,14,121.3,2,53.5,5.7,3.9,7.9,6.8,5.8,4.52,Declining,0.0
STU2600,5,13.4,6,8,121.2,3,74.8,17.7,13.8,19.7,18.7,16.8,4.89,Improving,0.0
STU2601,6,13.5,6,6,125.1,7,57.6,13.8,17.2,15.5,16.4,9.1,4.79,Declining,1.0
STU2602,4,12.25,6,14,112.9,2,74.9,15.7,19.8,20.1,20.0,30.0,7.31,Stable,0.0
STU2603,6,12.285714285714286,6,7,120.8,3,73.4,7.5,10.3,15.3,12.8,3.2,5.27,Declining,1.0
STU2604,0,0.0,5,12,114.0,5,57.4,7.1,3.2,5.4,6.2,2.3,3.49,Declining,0.0
STU2605,2,10.5,6,10,132.1,1,63.7,9.7,8.7,14.2,12.0,7.3,,Improving,0.0
STU2606,3,14.0,5,12,160.0,3,67.4,4.1,1.5,4.7,4.4,11.9,6.52,Declining,1.0
STU2607,5,14.2,5,7,134.0,2,74.0,12.5,13.6,19.7,16.6,10.0,3.82,Improving,0.0
STU2608,5,13.0,6,8,124.2,5,68.2,11.4,15.4,17.7,16.6,14.3,7.2,Declining,1.0
STU2609,6,11.0,6,6,115.6,1,69.2,11.9,15.9,6.6,13.9,11.2,,Stable,1.0
STU2610,3,11.0,8,9,128.2,2,80.0,0.0,7.1,13.9,10.5,0.3,5.15,Declining,0.0
STU2611,6,12.385714285714286,7,9,132.8,5,56.6,8.1,13.7,13.3,13.5,12.3,5.43,Stable,1.0
STU2612,4,14.75,6,12,123.1,1,84.9,16.7,16.9,15.2,16.8,13.2,,Stable,0.0
STU2613,5,16.166666666666668,5,6,125.6,3,61.5,12.9,12.6,12.2,12.8,13.0,6.09,Stable,1.0
STU2614,0,0.0,5,7,115.0,5,58.2,5.8,11.1,4.5,8.4,9.2,1.91,Improving,0.0
STU2615,5,12.4,5,6,123.6,6,69.4,16.3,15.8,10.2,16.0,21.0,5.13,Improving,0.0
STU2616,5,11.6,6,8,141.7,1,63.8,15.7,13.4,12.5,14.6,8.6,,Improving,0.0
STU2617,5,12.2,6,8,139.0,7,60.4,19.6,20.4,26.9,23.6,17.5,7.72,Declining,0.0
STU2618,5,11.0,6,7,118.0,5,54.1,20.2,19.7,21.0,20.6,17.6,5.83,Improving,0.0
STU2619,6,12.333333333333334,6,8,142.0,3,63.9,9.8,2.1,23.3,16.6,6.4,5.74,Stable,0.0
STU2620,6,14.833333333333334,6,6,143.4,6,86.2,23.0,23.4,25.1,24.2,30.0,6.98,Improving,0.0
STU2621,9,11.555555555555555,10,15,115.9,5,58.6,17.7,12.1,19.0,18.4,12.9,5.93,Improving,1.0
STU2622,6,12.0,6,6,105.1,4,66.9,10.3,12.8,10.2,11.6,1.4,5.7,Declining,1.0
STU2623,11,12.727272727272728,13,13,138.0,4,68.0,17.7,11.4,20.6,19.2,13.8,6.94,Declining,0.0
STU2624,2,10.5,2,2,114.7,5,64.4,14.7,10.7,14.5,14.6,11.2,5.77,Stable,1.0
STU2625,6,12.333333333333334,6,6,130.5,8,58.9,7.8,6.0,16.9,12.4,6.4,5.82,Declining,0.0
STU2626,0,0.0,5,10,134.3,4,54.3,1.1,7.4,7.2,7.3,1.2,3.55,Stable,1.0
STU2627,7,14.842857142857143,7,7,137.5,6,75.8,17.7,15.5,23.2,20.4,11.3,6.74,Stable,1.0
STU2628,7,12.2,7,7,125.3,6,66.3,20.4,16.6,22.3,21.4,25.3,9.0,Declining,0.0
STU2629,4,10.8,5,10,111.3,7,57.8,11.7,13.2,12.2,12.7,12.4,6.01,Stable,0.0
STU2630,4,12.75,5,7,144.8,8,63.3,19.8,14.3,16.5,18.2,14.9,6.79,Declining,0.0
STU2631,2,11.0,5,13,152.1,2,58.1,10.6,13.8,12.9,13.4,19.6,6.89,Declining,1.0
STU2632,4,10.75,6,9,126.1,2,74.1,7.1,4.8,16.8,12.0,2.8,5.31,Declining,1.0
STU2633,8,12.55375,8,9,136.0,4,69.8,18.4,17.9,17.7,18.2,18.9,6.01,Improving,0.0
STU2634,7,12.665714285714284,8,8,124.3,3,51.9,12.1,21.1,19.4,20.2,10.9,3.75,Stable,0.0
