student_id,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Admission grade,attendance_percentage,ct1_score,ct2_score,assignment_average,quiz_average,lms_login_frequency,lms_resource_access,late_submission_count,academic_trend,academic_risk
STU2438,3,12.333333333333334,5,9,107.5,73.7,37.7,39.7,41.6,69.4,3.0,26.6,5,Declining,1.0
STU2439,11,12.727272727272728,17,31,130.0,71.2,60.4,57.4,62.6,74.6,3.6,70.4,3,Stable,1.0
STU2440,1,14.0,5,5,111.6,66.4,63.1,51.4,53.7,64.4,4.1,57.0,5,Stable,1.0
STU2441,0,0.0,5,0,101.0,56.4,49.7,34.3,48.6,23.2,3.1,41.7,8,Declining,1.0
STU2442,5,11.4,6,8,108.3,69.0,49.5,75.8,52.3,56.3,2.9,52.6,5,Declining,
STU2443,0,0.0,5,5,128.2,57.4,47.7,41.6,20.4,48.2,2.9,47.3,9,Declining,1.0
STU2444,6,18.875,6,8,150.0,70.6,52.1,57.8,62.2,46.4,5.8,67.0,3,Stable,0.0
STU2445,0,0.0,6,12,142.8,62.3,26.9,35.4,24.7,25.6,2.6,26.4,4,Declining,1.0
STU2446,6,11.333333333333334,7,15,100.0,74.1,36.0,52.1,46.5,41.9,3.9,51.8,5,Stable,
STU2447,7,13.5,7,9,150.0,78.5,52.0,49.4,43.1,37.9,3.9,46.5,4,Improving,1.0
STU2448,2,15.0,11,12,156.5,59.0,46.9,44.2,59.2,65.5,3.0,36.8,4,Stable,0.0
STU2449,0,0.0,5,10,98.6,58.0,48.5,46.7,30.5,50.9,3.1,42.7,6,Declining,1.0
STU2450,9,14.22222222222222,9,9,130.0,56.2,62.8,77.5,68.7,53.7,5.7,54.4,2,Declining,1.0
STU2451,0,0.0,0,0,118.1,51.1,35.7,32.6,28.4,37.2,2.2,40.5,3,Declining,
STU2452,4,12.0,7,14,120.0,63.8,51.3,58.7,33.7,44.4,3.2,78.9,5,Declining,1.0
STU2453,5,12.6,5,9,127.7,71.7,46.2,46.2,50.9,80.9,4.4,67.4,2,Declining,0.0
STU2454,12,15.083333333333334,12,12,130.0,70.6,38.4,64.0,48.7,55.9,3.7,48.7,2,Stable,
STU2455,0,0.0,5,5,147.7,60.9,21.6,23.0,53.8,32.4,3.6,22.7,6,Declining,1.0
STU2456,6,14.5,6,8,170.0,64.6,62.9,46.2,49.6,53.7,5.4,63.4,4,Declining,0.0
STU2457,6,14.5,6,6,110.2,62.5,51.5,45.5,67.7,39.2,4.6,60.7,5,Declining,0.0
STU2458,3,10.0,5,12,146.4,57.1,32.0,49.0,48.3,53.1,2.9,67.0,6,Stable,
STU2459,0,0.0,5,0,121.0,60.5,51.4,24.0,43.6,55.1,1.8,24.7,6,Declining,1.0
STU2460,5,11.6,5,5,129.9,61.8,70.1,25.9,47.8,49.7,1.6,30.9,5,Declining,0.0
STU2461,4,11.75,6,10,132.0,45.4,64.2,36.3,76.9,61.4,2.7,35.9,3,Declining,1.0
STU2462,0,0.0,6,0,125.9,60.1,40.1,35.9,28.5,14.5,2.9,48.0,5,Declining,1.0
STU2463,0,0.0,0,0,165.7,47.6,38.4,28.5,9.5,26.6,1.1,32.6,11,Declining,1.0
STU2464,0,0.0,6,7,122.7,57.2,35.8,32.1,43.5,40.1,5.0,44.1,6,Declining,1.0
STU2465,4,11.25,5,7,141.4,55.2,50.9,55.1,42.1,28.8,2.9,43.6,6,Stable,1.0
STU2466,5,11.571428571428571,6,9,156.4,65.3,57.9,43.5,55.7,56.2,2.6,39.6,3,Stable,1.0
STU2467,4,10.0,5,7,148.5,40.6,56.3,49.9,50.7,46.3,3.8,57.2,6,Stable,
STU2468,5,13.833333333333334,6,11,140.0,66.4,58.0,81.2,50.3,57.9,4.4,33.6,4,Declining,
STU2469,4,12.75,6,6,131.7,58.0,10.7,48.4,49.3,49.2,5.3,57.5,4,Stable,1.0
STU2470,0,0.0,4,4,104.7,45.3,49.4,36.1,44.6,36.6,1.8,55.3,9,Declining,1.0
STU2471,5,11.6,6,13,150.0,71.8,53.4,58.5,50.6,21.6,2.7,17.6,7,Stable,
STU2472,0,0.0,5,5,110.0,54.6,19.5,28.9,39.1,25.6,1.4,17.1,6,Declining,1.0
STU2473,4,11.25,6,6,129.1,62.2,51.1,44.6,47.2,56.9,5.0,48.2,5,Stable,1.0
STU2474,0,0.0,6,0,120.0,49.2,38.6,36.9,56.3,21.0,4.0,23.2,5,Declining,1.0
STU2475,6,14.333333333333334,6,6,127.0,74.2,34.2,58.4,69.1,43.1,3.3,52.3,2,Declining,0.0
STU2476,0,0.0,6,7,151.5,52.2,28.3,27.9,26.2,33.7,1.9,64.7,6,Declining,1.0
STU2477,20,13.5,23,23,126.8,88.3,53.8,76.7,68.5,63.8,7.2,63.0,3,Improving,0.0
STU2478,6,12.666666666666666,6,8,140.8,76.1,40.3,73.5,46.9,62.4,4.8,49.6,6,Declining,
STU2479,7,12.444285714285714,7,7,125.6,78.1,59.3,32.5,43.1,57.1,3.2,38.6,5,Stable,0.0
STU2480,3,10.666666666666666,5,7,127.8,71.1,40.1,55.2,19.2,41.8,2.0,25.8,3,Declining,1.0
STU2481,0,0.0,0,0,120.0,50.1,36.1,36.9,36.7,17.4,1.2,36.7,3,Declining,
STU2482,6,12.666666666666666,6,6,131.3,66.5,60.5,51.1,52.3,90.2,4.8,28.0,4,Stable,0.0
STU2483,5,13.2,5,5,155.7,64.1,45.9,58.0,67.9,53.5,2.0,32.0,2,Stable,0.0
STU2484,10,12.7,12,20,128.5,76.5,66.6,76.8,70.3,69.7,4.7,60.4,3,Stable,0.0
STU2485,5,14.833333333333334,5,6,170.0,66.7,68.9,58.7,60.6,25.8,3.5,62.3,5,Declining,0.0
STU2486,4,11.5,10,10,100.0,62.8,59.7,64.1,60.3,47.1,2.7,36.4,5,Declining,1.0
STU2487,0,0.0,6,0,107.2,68.3,42.2,37.5,48.5,33.1,1.4,18.9,5,Declining,1.0
STU2488,0,0.0,5,0,139.3,52.4,45.3,42.4,44.9,32.4,3.0,5.5,7,Declining,1.0
STU2489,3,12.666666666666666,5,7,123.2,59.5,54.0,45.7,66.5,60.6,4.2,56.6,7,Declining,
STU2490,6,14.714285714285714,6,7,122.3,64.1,63.7,57.0,43.8,52.1,5.3,55.2,5,Declining,0.0
STU2491,3,13.666666666666666,6,11,127.9,74.0,36.6,50.4,49.0,47.5,2.7,51.0,5,Stable,
STU2492,5,10.8,5,9,120.3,66.3,48.8,54.0,46.8,51.5,1.6,29.9,4,Stable,
STU2493,4,10.5,8,13,128.5,68.1,53.9,32.3,47.1,51.5,3.8,61.1,5,Declining,1.0
STU2494,6,15.0,6,10,150.0,69.7,53.3,43.8,55.6,41.4,4.1,48.1,6,Declining,0.0
STU2495,6,12.666666666666666,6,6,136.1,48.6,81.7,68.9,71.1,65.4,3.2,65.6,4,Declining,0.0
STU2496,6,13.166666666666666,6,7,128.0,57.9,49.9,72.0,64.3,47.1,1.5,43.1,4,Declining,0.0
STU2497,0,0.0,0,0,158.1,52.8,13.6,17.2,52.2,36.8,3.0,34.9,8,Declining,0.0
STU2498,6,13.0,6,6,108.7,68.8,52.6,48.1,54.3,71.8,0.3,41.3,4,Stable,0.0
STU2499,0,0.0,0,0,110.0,47.1,44.9,29.0,38.8,72.9,2.8,44.4,7,Declining,1.0
STU2500,2,10.0,6,13,120.0,54.9,36.6,53.1,56.5,54.8,4.1,27.9,5,Declining,1.0
STU2501,6,13.333333333333334,6,7,150.0,64.1,51.9,54.4,59.8,33.3,4.6,57.7,5,Stable,0.0
STU2502,3,12.333333333333334,6,13,113.0,75.5,49.0,61.0,57.5,48.4,3.5,31.5,6,Stable,0.0
STU2503,20,13.181818181818182,21,23,118.6,58.9,66.0,53.5,91.4,88.2,2.8,65.9,4,Improving,0.0
STU2504,6,12.513333333333334,7,7,148.8,44.9,44.5,58.9,60.7,50.8,1.9,61.8,6,Declining,0.0
STU2505,0,0.0,6,0,120.3,68.9,48.2,34.0,32.1,48.0,1.0,12.9,8,Declining,1.0
STU2506,7,13.585714285714284,8,8,127.0,55.2,79.6,47.7,49.5,65.2,6.2,61.8,4,Stable,0.0
STU2507,7,11.155555555555557,7,9,113.8,62.9,41.6,60.0,63.3,45.2,5.0,63.6,2,Stable,0.0
STU2508,6,11.857142857142858,7,9,108.0,54.0,35.8,51.5,62.2,76.1,3.6,21.9,4,Stable,0.0
STU2509,0,0.0,0,0,129.1,52.6,29.7,36.8,49.8,43.1,1.2,37.1,10,Declining,0.0
STU2510,14,14.0,14,14,135.9,71.2,77.8,79.9,68.2,61.9,5.0,81.4,3,Improving,0.0
STU2511,5,12.0,6,8,154.4,78.2,47.4,54.4,43.4,50.5,4.7,39.5,2,Declining,1.0
STU2512,4,11.575,7,15,190.0,71.0,54.8,76.7,69.0,38.3,4.0,37.6,8,Stable,
STU2513,7,13.198571428571428,7,8,132.5,56.9,42.3,28.3,69.7,45.6,2.3,30.0,4,Declining,0.0
STU2514,6,13.5,6,10,163.3,51.7,74.4,55.8,52.1,42.5,5.7,39.5,3,Stable,0.0
STU2515,6,13.333333333333334,6,6,122.5,70.5,48.7,41.9,59.0,81.4,4.5,68.2,2,Stable,1.0
STU2516,4,14.25,5,10,121.0,62.1,54.8,43.7,56.8,66.2,3.2,46.2,4,Stable,
STU2517,6,12.166666666666666,6,7,131.8,60.1,41.8,46.5,50.9,41.2,4.2,59.4,5,Stable,0.0
STU2518,7,12.214285714285714,8,8,135.0,76.1,41.7,66.5,43.9,76.4,5.4,43.9,5,Stable,0.0
STU2519,6,12.666666666666666,6,8,141.7,52.3,51.9,50.1,60.8,70.2,4.3,50.9,6,Stable,0.0
STU2520,6,12.285714285714286,6,7,131.3,63.1,52.7,40.8,39.7,45.7,4.3,70.7,2,Stable,0.0
STU2521,6,13.0,6,7,123.9,71.4,62.4,63.0,49.2,60.3,5.7,73.0,2,Stable,0.0
STU2522,6,12.142857142857142,6,8,126.1,56.6,31.3,40.3,71.8,45.2,3.1,54.3,4,Declining,0.0
STU2523,7,13.875714285714285,7,8,126.5,77.9,42.4,76.9,60.9,67.9,2.9,52.0,6,Stable,0.0
STU2524,0,0.0,6,0,107.3,46.9,26.8,22.5,43.8,43.9,1.4,18.1,5,Declining,1.0
STU2525,6,11.666666666666666,6,12,95.0,65.6,53.2,51.3,51.9,48.5,4.9,64.3,1,Stable,1.0
STU2526,6,13.153846153846152,6,13,116.1,61.5,39.6,79.2,40.5,40.1,5.2,52.4,5,Stable,0.0
STU2527,6,14.5,6,6,134.6,45.2,52.0,52.3,60.3,54.2,4.2,73.7,0,Declining,1.0
STU2528,7,14.44142857142857,7,7,128.0,64.4,46.4,62.2,62.0,61.8,3.1,30.3,3,Stable,0.0
STU2529,6,15.166666666666666,6,6,144.2,73.8,52.1,55.4,64.6,71.1,6.2,48.5,5,Stable,0.0
STU2530,5,11.6,5,5,129.5,56.6,40.5,52.7,49.2,59.3,2.2,47.5,6,Stable,0.0
STU2531,6,11.666666666666666,6,6,116.8,60.5,38.7,44.0,50.0,63.9,3.2,58.8,2,Declining,0.0
STU2532,6,12.625,6,8,160.0,62.2,55.3,60.4,60.7,44.8,3.0,33.2,6,Stable,0.0
STU2533,3,12.666666666666666,6,14,127.1,69.5,63.6,69.2,41.0,28.5,5.0,48.3,6,Stable,0.0
STU2534,6,12.833333333333334,6,7,126.3,63.4,61.7,31.6,63.2,33.5,3.7,67.2,5,Declining,
STU2535,6,11.857142857142858,6,7,112.9,65.9,64.5,43.0,52.7,49.6,5.8,56.2,4,Declining,0.0
STU2536,5,11.4,6,8,130.2,65.3,64.8,46.4,56.3,42.8,4.6,55.1,5,Stable,
STU2537,5,14.857142857142858,5,10,100.0,63.0,51.3,45.6,79.3,53.5,2.9,42.1,3,Declining,
STU2538,6,14.714285714285714,6,7,121.6,80.9,76.0,64.2,53.7,64.1,3.7,51.4,6,Stable,0.0
STU2539,6,13.5,6,6,130.0,58.4,61.4,48.1,56.8,61.7,3.3,37.8,6,Declining,0.0
STU2540,4,11.5,5,7,121.7,70.0,37.7,53.1,52.8,23.0,5.2,64.0,4,Stable,0.0
STU2541,2,14.0,5,9,120.0,75.0,41.7,70.7,33.3,82.7,4.7,56.0,6,Declining,1.0
STU2542,6,12.833333333333334,7,8,143.5,65.3,53.9,33.6,61.3,58.7,2.0,54.7,6,Stable,1.0
STU2543,7,13.428571428571429,7,7,128.3,67.7,63.9,60.1,32.9,58.6,4.7,57.1,4,Stable,0.0
STU2544,0,0.0,6,0,111.9,59.2,32.3,36.5,47.6,36.2,1.9,48.2,3,Declining,1.0
STU2545,3,11.666666666666666,6,18,140.0,62.1,38.4,51.6,46.4,48.7,2.1,80.3,5,Declining,
STU2546,6,16.0,6,6,137.6,52.8,63.9,46.6,49.9,69.4,3.2,57.2,0,Stable,0.0
STU2547,6,13.833333333333334,6,6,135.0,64.8,39.2,51.1,55.3,42.8,3.7,54.8,7,Declining,0.0
STU2548,8,13.2325,8,9,133.8,81.0,58.0,57.2,43.9,59.7,1.5,61.7,5,Declining,0.0
STU2549,6,14.0,6,6,126.9,71.4,53.3,53.6,54.7,72.8,4.2,75.5,4,Stable,0.0
STU2550,2,10.0,6,14,106.7,63.7,31.1,58.5,39.9,51.6,3.5,57.9,6,Improving,1.0
STU2551,15,13.333333333333334,16,16,145.7,78.7,82.8,51.4,50.7,68.9,4.6,71.3,1,Stable,0.0
STU2552,6,12.5,6,6,153.1,64.9,51.7,37.8,52.5,36.6,3.9,63.6,6,Stable,
STU2553,6,12.5,6,6,118.7,66.3,37.3,30.4,66.9,63.3,3.6,58.3,5,Stable,0.0
STU2554,2,10.5,5,8,161.8,59.3,47.3,51.4,57.6,53.3,2.0,24.7,5,Declining,1.0
STU2555,3,10.666666666666666,5,11,124.9,67.6,27.4,60.2,46.2,49.1,2.7,63.6,4,Declining,
STU2556,4,10.5,5,9,150.8,59.8,52.9,37.5,50.4,59.3,2.6,36.2,4,Declining,
STU2557,4,12.0,5,10,130.0,62.5,60.3,37.8,47.9,38.3,4.4,48.7,5,Declining,0.0
STU2558,0,0.0,0,0,163.6,62.0,67.4,60.7,28.1,59.6,0.7,18.4,5,Declining,
STU2559,5,11.5,5,11,115.0,63.8,51.7,68.9,43.4,87.2,3.1,46.8,2,Stable,
STU2560,6,14.0,6,6,136.8,71.4,44.9,71.8,58.4,47.4,4.0,57.3,6,Stable,1.0
STU2561,6,13.5,6,7,130.9,71.9,55.0,59.7,48.3,68.4,2.1,73.7,5,Stable,0.0
STU2562,8,13.07375,8,8,127.0,67.1,71.3,65.5,56.3,54.0,3.6,49.1,2,Stable,0.0
STU2563,2,10.75,7,9,120.0,60.2,53.1,46.6,40.5,34.5,3.4,68.0,5,Declining,1.0
STU2564,1,12.0,6,11,126.0,52.8,57.5,33.4,59.1,65.3,3.6,22.7,5,Declining,
STU2565,6,14.0,6,6,153.8,58.1,61.9,39.3,62.2,51.2,4.4,35.2,3,Declining,0.0
STU2566,6,12.333333333333334,6,7,140.0,70.9,57.6,54.6,70.3,60.8,2.9,39.3,4,Declining,0.0
STU2567,7,13.464285714285714,7,7,136.6,72.0,36.5,67.4,69.9,78.0,2.7,65.9,4,Stable,0.0
STU2568,3,10.666666666666666,6,14,105.0,56.1,31.1,49.6,42.9,57.0,2.9,34.2,6,Stable,
STU2569,5,11.6,5,6,139.4,68.1,31.0,60.2,44.7,54.4,3.9,31.2,5,Stable,
STU2570,6,13.666666666666666,6,6,140.0,68.4,38.1,54.4,59.1,42.8,3.6,80.3,3,Stable,0.0
STU2571,8,14.4025,8,9,130.8,76.0,42.3,61.9,49.2,45.5,2.9,55.1,3,Stable,0.0
STU2572,7,15.46875,7,9,138.8,85.9,77.6,67.6,60.4,55.3,6.9,79.4,4,Stable,0.0
STU2573,6,12.625,6,8,110.0,70.9,43.4,70.9,51.6,49.3,2.9,68.0,1,Declining,0.0
STU2574,6,14.983333333333334,7,7,127.8,62.0,54.9,60.2,65.8,63.7,2.5,67.1,2,Declining,0.0
STU2575,6,15.0,6,6,134.2,73.4,50.7,79.9,66.0,42.3,3.2,73.7,4,Stable,0.0
STU2576,9,15.88888888888889,9,9,143.0,61.6,59.7,57.6,56.8,49.6,5.5,55.8,3,Improving,0.0
STU2577,4,11.5,6,14,120.0,82.9,51.0,69.0,35.2,50.3,4.4,32.9,6,Declining,1.0
STU2578,2,10.5,6,14,113.2,53.6,32.5,57.6,61.3,50.9,5.5,54.6,2,Declining,1.0
STU2579,6,13.983333333333334,7,7,135.8,70.4,60.1,33.9,49.8,55.4,2.8,48.6,3,Stable,0.0
STU2580,6,13.0,6,6,143.5,66.3,43.8,71.9,54.8,51.5,3.5,61.6,4,Stable,0.0
STU2581,6,13.666666666666666,6,6,148.9,63.4,43.9,44.5,54.2,44.9,5.2,66.9,4,Stable,0.0
STU2582,0,0.0,6,8,115.6,52.0,32.5,36.2,44.9,46.1,0.9,19.5,5,Declining,1.0
STU2583,5,14.4,5,5,159.3,77.3,61.8,65.6,49.0,68.1,5.3,43.9,3,Declining,0.0
STU2584,4,12.0,5,10,138.5,69.5,42.5,44.0,42.1,55.7,3.7,48.6,5,Declining,
STU2585,6,14.166666666666666,6,6,133.2,65.7,54.0,55.1,57.4,47.8,3.0,72.9,4,Stable,0.0
STU2586,5,12.2,6,8,117.6,79.3,55.5,61.6,62.2,29.7,1.7,39.2,4,Declining,0.0
STU2587,3,12.0,5,8,108.7,63.3,51.9,41.9,51.0,70.8,4.2,75.9,3,Declining,
STU2588,2,10.5,5,11,106.0,69.0,49.6,47.3,49.5,47.2,5.1,21.5,8,Declining,
STU2589,3,12.333333333333334,6,8,122.6,53.7,32.2,47.8,40.7,67.0,4.0,73.1,5,Declining,1.0
STU2590,5,12.2,6,7,127.4,55.1,52.1,65.1,59.0,72.2,4.2,54.3,7,Declining,
STU2591,0,0.0,6,6,100.0,61.3,24.9,57.7,46.7,48.5,2.4,39.2,5,Declining,1.0
STU2592,6,11.5,7,10,95.0,68.3,30.2,41.1,53.4,64.7,4.9,60.4,4,Declining,
STU2593,9,10.88888888888889,9,9,130.0,84.3,47.7,57.2,46.5,65.5,5.5,19.6,5,Stable,0.0
STU2594,6,12.166666666666666,7,12,122.8,60.8,45.9,48.9,56.1,51.3,0.4,48.6,4,Declining,1.0
STU2595,2,10.0,5,7,115.0,67.8,81.6,49.5,51.5,34.6,2.9,42.6,5,Stable,
STU2596,6,12.666666666666666,6,6,145.9,64.1,63.4,75.9,54.4,63.1,3.1,70.4,5,Improving,0.0
STU2597,5,11.4,6,9,143.0,71.9,59.6,57.7,42.7,33.8,3.9,49.0,4,Stable,1.0
STU2598,0,0.0,0,0,100.0,61.2,30.1,31.2,42.5,33.3,1.5,51.4,6,Declining,1.0
STU2599,2,13.0,5,14,121.3,64.6,47.5,36.3,54.7,44.0,4.2,76.9,6,Declining,
STU2600,5,13.4,6,8,121.2,60.2,82.6,66.7,59.0,60.5,4.3,61.1,3,Declining,
STU2601,6,13.5,6,6,125.1,63.9,44.7,49.8,54.1,57.0,1.6,56.1,7,Declining,1.0
STU2602,4,12.25,6,14,112.9,56.6,53.8,44.5,66.9,45.0,1.1,35.7,5,Stable,
STU2603,6,12.285714285714286,6,7,120.8,68.9,73.6,58.1,54.6,48.3,4.7,61.7,4,Declining,0.0
STU2604,0,0.0,5,12,114.0,40.0,28.1,46.7,55.6,63.2,1.2,27.9,7,Declining,1.0
STU2605,2,10.5,6,10,132.1,58.3,48.8,45.6,52.9,39.8,5.4,67.2,6,Declining,1.0
STU2606,3,14.0,5,12,160.0,73.0,50.9,42.7,42.7,50.8,4.8,29.8,5,Stable,0.0
STU2607,5,14.2,5,7,134.0,73.5,41.6,71.6,63.7,61.0,1.8,43.2,4,Stable,0.0
STU2608,5,13.0,6,8,124.2,53.0,60.7,62.6,50.9,54.1,2.9,66.1,2,Stable,1.0
STU2609,6,11.0,6,6,115.6,69.8,36.9,65.1,49.1,59.6,4.0,76.5,3,Stable,0.0
STU2610,3,11.0,8,9,128.2,54.6,57.4,46.8,62.0,63.4,2.9,58.7,5,Stable,1.0
STU2611,6,12.385714285714286,7,9,132.8,63.2,57.0,44.9,42.5,71.0,3.7,72.1,5,Declining,0.0
STU2612,4,14.75,6,12,123.1,72.8,63.3,49.2,38.1,54.9,2.6,56.6,4,Declining,0.0
STU2613,5,16.166666666666668,5,6,125.6,59.7,51.4,38.4,54.4,60.3,4.5,81.0,5,Declining,0.0
STU2614,0,0.0,5,7,115.0,67.1,40.7,35.0,43.9,41.5,2.1,35.6,6,Declining,1.0
STU2615,5,12.4,5,6,123.6,67.4,62.9,45.5,62.5,41.8,4.6,59.1,5,Declining,1.0
STU2616,5,11.6,6,8,141.7,68.8,33.3,52.3,55.0,54.5,3.6,54.1,8,Stable,1.0
STU2617,5,12.2,6,8,139.0,74.1,36.2,54.3,31.5,32.9,3.0,47.8,5,Stable,1.0
STU2618,5,11.0,6,7,118.0,71.8,56.5,53.6,43.2,56.1,3.8,56.6,4,Stable,0.0
STU2619,6,12.333333333333334,6,8,142.0,72.5,61.6,47.7,42.2,28.0,4.3,56.9,4,Stable,1.0
STU2620,6,14.833333333333334,6,6,143.4,62.1,55.1,42.2,37.6,43.4,4.1,62.3,5,Declining,0.0
STU2621,9,11.555555555555555,10,15,115.9,59.2,65.7,40.4,55.8,66.6,5.7,23.5,4,Declining,
STU2622,6,12.0,6,6,105.1,63.5,46.8,56.4,59.4,58.6,2.5,39.3,5,Declining,0.0
STU2623,11,12.727272727272728,13,13,138.0,73.5,72.3,61.7,69.3,58.4,5.5,52.5,5,Stable,0.0
STU2624,2,10.5,2,2,114.7,51.9,44.9,32.1,54.6,42.7,1.7,22.9,8,Declining,1.0
STU2625,6,12.333333333333334,6,6,130.5,70.6,42.0,71.5,49.0,42.9,4.6,38.7,5,Declining,0.0
STU2626,0,0.0,5,10,134.3,59.0,53.6,49.5,52.2,32.5,0.0,43.4,6,Declining,1.0
STU2627,7,14.842857142857143,7,7,137.5,66.5,64.4,45.2,55.2,64.4,3.8,61.5,4,Stable,0.0
STU2628,7,12.2,7,7,125.3,67.0,46.9,58.5,56.0,51.1,5.1,68.5,4,Declining,
STU2629,4,10.8,5,10,111.3,64.8,43.8,50.3,45.8,26.0,3.1,63.1,5,Declining,
STU2630,4,12.75,5,7,144.8,68.6,57.4,56.3,51.0,37.4,3.6,65.8,6,Stable,
STU2631,2,11.0,5,13,152.1,69.5,35.9,52.9,47.2,40.3,3.7,48.6,4,Declining,1.0
STU2632,4,10.75,6,9,126.1,87.2,52.6,59.8,38.4,47.7,0.7,69.4,3,Stable,1.0
STU2633,8,12.55375,8,9,136.0,68.9,51.7,74.5,63.0,52.0,4.4,47.2,4,Declining,0.0
STU2634,7,12.665714285714284,8,8,124.3,61.7,55.4,59.4,57.5,42.0,2.8,74.0,4,Stable,0.0
STU2635,6,12.714285714285714,6,10,129.9,51.3,28.0,61.7,63.3,61.5,5.0,67.1,6,Stable,
STU2636,2,11.75,7,7,136.1,52.1,36.7,68.2,44.1,26.0,3.2,57.3,4,Declining,1.0
STU2637,3,11.0,6,11,115.1,57.9,51.5,45.0,59.0,41.6,3.8,48.3,4,Declining,1.0
STU2638,0,0.0,0,0,143.6,60.5,47.6,26.8,24.3,47.4,0.5,20.5,5,Declining,0.0
STU2639,5,13.4,5,5,115.8,62.7,49.7,62.3,59.9,59.7,4.7,52.4,3,Declining,0.0
STU2640,17,12.578947368421051,17,21,149.0,77.2,72.0,51.7,72.0,61.2,5.1,45.7,2,Stable,0.0
STU2641,0,0.0,5,0,100.0,49.1,17.2,28.3,29.6,49.3,0.1,46.2,4,Declining,1.0
STU2642,6,12.0,6,8,133.4,69.6,46.0,72.5,65.8,56.4,3.2,45.3,1,Declining,0.0
STU2643,3,12.333333333333334,6,6,122.8,71.2,52.1,31.2,67.8,51.7,4.3,42.8,6,Stable,1.0
STU2644,4,11.5,5,11,151.2,61.6,49.0,56.3,47.3,58.9,3.7,22.9,5,Stable,1.0
STU2645,5,12.8,6,7,137.0,69.2,60.2,36.8,68.8,57.9,4.6,36.3,7,Stable,0.0
STU2646,0,0.0,0,0,118.0,51.5,31.9,42.9,23.0,54.0,1.5,69.9,4,Declining,1.0
STU2647,7,13.285714285714286,7,8,126.4,57.4,50.4,78.3,54.9,51.8,5.4,45.4,7,Declining,
STU2648,4,11.8,6,16,130.0,69.9,58.6,41.6,27.8,49.7,5.4,66.8,4,Declining,1.0
STU2649,6,11.333333333333334,13,13,112.5,69.4,45.2,29.4,64.1,55.9,1.7,33.3,2,Declining,1.0
STU2650,5,12.002,8,12,118.3,70.5,40.2,58.4,39.0,53.3,4.4,31.7,1,Declining,1.0
STU2651,5,13.976666666666668,7,10,121.4,74.3,58.1,48.0,36.0,76.6,5.7,53.2,3,Stable,
STU2652,5,15.2,6,10,140.0,65.3,41.9,54.3,59.1,61.6,4.6,55.8,5,Declining,1.0
STU2653,6,13.142857142857142,6,7,109.0,65.1,69.2,59.6,65.7,45.4,3.8,44.0,4,Declining,0.0
STU2654,0,0.0,5,14,110.0,54.1,15.0,46.9,37.8,22.1,0.6,32.8,5,Declining,1.0
STU2655,7,13.867142857142856,8,11,119.8,70.6,50.7,64.2,58.5,74.8,3.7,44.2,6,Improving,0.0
STU2656,6,12.675,8,11,130.0,65.5,71.9,55.1,73.1,49.8,3.3,71.6,4,Stable,0.0
STU2657,0,0.0,0,0,167.3,56.0,58.7,43.2,30.5,42.0,3.0,60.3,4,Declining,0.0
STU2658,6,12.0,6,6,111.9,60.0,50.0,51.8,44.5,52.8,4.9,67.3,6,Stable,
STU2659,0,0.0,0,0,136.0,46.8,48.2,34.1,50.9,47.7,1.7,9.6,4,Declining,1.0
STU2660,6,11.0,6,7,124.0,58.0,59.7,53.2,56.0,45.8,2.5,57.4,3,Declining,1.0
STU2661,4,10.75,5,11,132.9,67.7,43.2,59.0,66.8,52.6,0.9,40.2,4,Declining,1.0
STU2662,5,14.2,6,7,154.0,66.1,57.8,47.5,42.4,47.5,4.6,44.3,5,Declining,0.0
STU2663,4,12.6,7,11,115.0,61.5,40.3,56.2,36.0,86.0,4.3,61.6,3,Stable,1.0
STU2664,0,0.0,5,5,96.0,60.8,17.0,33.2,26.3,29.7,0.0,32.7,3,Declining,1.0
STU2665,5,14.0,5,6,168.2,77.9,58.0,46.1,62.1,60.5,4.4,54.4,3,Declining,0.0
STU2666,2,10.0,6,16,140.0,59.4,54.2,63.1,63.1,83.8,4.4,47.4,6,Stable,1.0
STU2667,6,13.833333333333334,6,6,137.4,58.1,38.4,60.1,66.4,67.6,0.6,40.1,4,Declining,0.0
STU2668,2,11.0,5,8,150.0,70.6,45.4,54.7,56.3,49.0,2.1,31.0,6,Stable,1.0
STU2669,7,11.635714285714286,8,8,100.5,66.4,37.7,43.6,67.6,55.8,6.8,48.4,5,Stable,
STU2670,4,12.25,6,6,148.5,63.3,44.0,49.6,46.9,41.9,3.6,46.6,4,Stable,1.0
STU2671,4,12.5,5,9,123.3,73.3,45.0,60.5,33.7,72.4,6.4,56.6,3,Stable,
STU2672,5,13.8,5,5,138.7,64.0,60.5,59.1,38.6,50.8,4.1,65.5,4,Stable,0.0
STU2673,3,12.0,6,8,117.2,67.4,42.8,82.6,37.7,50.0,4.8,45.8,5,Stable,1.0
STU2674,3,11.0,5,9,114.3,65.0,33.0,53.8,32.3,39.7,3.1,50.2,5,Declining,
STU2675,4,13.75,6,7,125.3,91.6,71.6,46.0,40.6,49.2,2.9,65.1,5,Declining,0.0
STU2676,6,10.666666666666666,6,6,97.0,63.9,55.9,47.8,44.1,52.8,1.7,46.2,4,Declining,
