StudentID,CGPA,Internships,Projects,Certifications,AptitudeTestScore,SoftSkillsScore,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,Gender,Stream,PlacementStatus
STU_06124,7.51,1,2,0,98.5,69.1,1,1,69.3,76.4,Female,Mechanical,Placed
STU_06125,8.83,1,2,1,85.5,76.9,1,1,88.7,62.0,Male,Civil,Placed
STU_06126,6.52,3,2,1,86.1,73.6,0,1,76.6,56.1,Male,Computer Science,Placed
STU_06127,8.47,0,2,2,66.3,63.2,0,1,84.8,78.8,Female,Electronics,Placed
STU_06128,8.8,1,1,1,62.8,80.8,1,1,78.7,82.2,Female,Electronics,Placed
STU_06129,6.48,1,0,0,73.2,75.1,0,1,98.8,85.8,Male,Computer Science,Placed
STU_06130,5.84,2,4,2,83.8,46.9,1,1,75.9,88.2,Male,Civil,Placed
STU_06131,7.6,2,0,2,83.4,77.5,1,1,57.9,89.5,Male,Mechanical,Placed
STU_06132,6.75,3,2,1,,66.9,0,0,75.7,82.6,Female,Information Technology,Placed
STU_06133,9.17,1,1,2,61.9,65.7,0,1,80.7,68.7,Male,Civil,Placed
STU_06134,7.33,2,1,2,47.6,62.0,0,1,82.6,78.1,Female,Mechanical,Placed
STU_06135,6.5,0,2,1,79.7,60.0,1,0,86.1,71.5,Male,Mechanical,Placed
STU_06136,6.15,0,2,2,64.2,74.5,0,0,72.2,72.5,Female,Electronics,Placed
STU_06137,8.39,0,3,1,65.5,78.6,1,1,93.6,79.3,Female,Computer Science,Placed
STU_06138,6.73,2,1,1,95.9,73.8,1,1,87.6,88.9,Male,Computer Science,Placed
STU_06139,7.34,3,2,0,79.0,83.4,0,0,79.3,83.4,Male,Civil,Placed
STU_06140,8.26,0,3,2,74.8,79.0,0,1,71.1,74.9,Female,Information Technology,Placed
STU_06141,6.82,0,4,0,82.5,47.9,1,1,97.3,76.1,Female,Computer Science,Placed
STU_06142,7.25,2,4,1,91.3,61.0,0,1,85.3,79.0,Female,Computer Science,Placed
STU_06143,7.28,1,2,1,45.7,86.3,0,0,73.1,88.0,Female,Electronics,Placed
STU_06144,7.98,3,0,1,61.5,56.8,1,1,92.0,95.4,Male,Information Technology,Placed
STU_06145,7.89,0,0,1,66.5,39.2,1,0,80.2,76.4,Female,Computer Science,Placed
STU_06146,7.08,0,3,1,55.3,94.0,0,0,93.1,72.8,Female,Information Technology,Placed
STU_06147,7.36,1,3,0,66.0,75.6,1,0,69.6,76.7,Male,Mechanical,Placed
STU_06148,6.93,0,2,2,46.7,63.8,0,0,76.0,86.3,Female,Mechanical,Not Placed
STU_06149,5.82,0,1,1,83.8,61.8,1,0,91.8,80.7,Male,Computer Science,Placed
STU_06150,7.56,0,2,2,62.2,79.6,1,0,71.3,69.4,Female,Information Technology,Placed
STU_06151,9.19,0,1,0,,77.7,0,0,75.5,75.1,Male,Information Technology,Placed
STU_06152,6.42,0,2,1,70.8,75.9,1,1,50.6,75.2,Female,Computer Science,Placed
STU_06153,6.53,3,1,1,78.4,69.7,1,1,82.1,67.9,Male,Computer Science,Placed
STU_06154,6.43,0,3,0,33.1,56.6,0,1,89.5,67.8,Male,Electronics,Placed
STU_06155,8.02,0,1,2,76.8,71.6,0,0,68.8,61.7,Male,Civil,Placed
STU_06156,7.75,2,2,0,65.9,84.8,1,1,82.5,73.4,Male,Computer Science,Placed
STU_06157,7.14,1,1,1,76.1,65.5,0,1,72.6,87.4,Male,Information Technology,Placed
STU_06158,6.38,1,2,1,52.3,79.2,0,1,62.9,86.2,Male,Information Technology,Placed
STU_06159,7.39,1,2,1,76.2,67.1,0,1,74.7,74.7,Male,Mechanical,Placed
STU_06160,5.74,2,3,1,89.5,81.6,0,0,72.3,94.6,Male,Computer Science,Placed
STU_06161,7.44,2,0,0,72.8,60.2,0,0,79.3,74.4,Female,Electronics,Placed
STU_06162,8.17,1,1,1,59.2,72.2,1,1,74.9,71.3,Male,Electronics,Placed
STU_06163,6.05,2,2,0,59.9,77.5,1,1,91.4,53.2,Male,Civil,Not Placed
STU_06164,5.77,1,1,1,78.6,63.9,0,1,72.4,77.2,Female,,Placed
STU_06165,8.88,0,1,0,78.5,76.4,0,1,76.7,65.1,Male,Civil,Placed
STU_06166,6.69,2,2,1,75.3,71.6,1,1,80.4,91.0,Male,Computer Science,Placed
STU_06167,8.44,1,2,1,69.4,71.5,1,1,77.5,61.3,Male,Information Technology,Placed
STU_06168,7.15,2,0,2,73.0,63.9,1,0,72.6,89.2,Male,Computer Science,Placed
STU_06169,7.14,0,1,1,69.0,84.0,0,0,78.5,77.3,Female,Civil,Placed
STU_06170,7.74,0,3,0,64.3,60.7,0,1,83.2,62.4,Male,Information Technology,Placed
STU_06171,6.42,2,2,1,81.4,75.4,1,1,87.0,56.7,Female,Computer Science,Placed
STU_06172,7.43,0,0,1,74.7,61.8,1,1,56.8,79.1,Male,Computer Science,Placed
STU_06173,6.92,2,1,0,89.4,71.2,1,1,83.1,64.9,Male,Mechanical,Placed
STU_06174,5.98,3,2,1,86.8,79.7,1,1,71.3,53.3,Female,Civil,Placed
STU_06175,7.64,2,1,1,74.2,68.5,0,1,89.6,96.8,Female,,Placed
STU_06176,7.04,1,3,0,78.9,35.1,0,1,87.3,84.6,Male,Electronics,Placed
STU_06177,7.14,1,2,0,55.6,55.9,0,1,87.3,62.4,Male,Mechanical,Placed
STU_06178,6.09,2,2,0,68.8,46.1,0,0,72.2,55.0,Female,Mechanical,Placed
STU_06179,8.89,1,3,0,75.1,72.8,1,1,64.1,88.0,Male,Computer Science,Placed
STU_06180,8.18,1,1,0,46.3,71.9,1,1,90.7,60.1,Male,Information Technology,Placed
STU_06181,8.26,3,1,1,76.4,67.8,0,1,89.7,76.1,Female,Information Technology,Placed
STU_06182,6.99,1,2,0,55.6,64.5,0,1,58.0,79.8,Male,Mechanical,Placed
STU_06183,5.57,3,2,0,57.3,74.7,1,1,91.8,69.3,Male,Electronics,Placed
STU_06184,9.25,0,1,0,62.1,54.6,0,1,81.5,64.3,Male,Mechanical,Placed
STU_06185,7.24,0,1,1,,83.5,1,1,79.3,54.1,Female,Computer Science,Placed
STU_06186,6.55,1,1,2,50.1,72.9,1,0,69.8,80.0,Female,Electronics,Not Placed
STU_06187,7.72,0,1,1,82.8,60.7,0,0,88.1,99.0,Male,Civil,Placed
STU_06188,8.47,1,2,1,72.7,67.0,0,1,73.4,62.4,Male,Information Technology,Placed
STU_06189,7.28,0,2,1,98.9,70.4,1,1,73.4,64.0,Male,Information Technology,Placed
STU_06190,8.58,3,1,0,74.5,55.4,1,1,56.6,83.5,Female,Civil,Placed
STU_06191,8.38,0,1,0,78.6,80.1,0,0,70.6,48.2,Male,Civil,Placed
STU_06192,6.22,0,1,0,57.2,83.6,0,1,68.1,66.3,Male,Electronics,Placed
STU_06193,6.63,0,1,0,52.3,73.4,0,1,57.2,77.3,Female,Information Technology,Placed
STU_06194,8.26,1,0,0,79.3,83.3,1,1,93.6,65.9,Female,Computer Science,Placed
STU_06195,5.0,0,1,1,53.6,100.0,0,1,76.8,80.7,Male,Information Technology,Placed
STU_06196,7.15,0,1,0,79.6,49.5,1,1,63.7,79.5,Male,Electronics,Not Placed
STU_06197,5.87,1,2,2,95.6,72.6,1,1,68.4,76.3,Female,Mechanical,Placed
STU_06198,6.82,0,2,2,84.2,55.9,0,1,72.2,66.7,Male,Electronics,Placed
STU_06199,7.0,0,1,3,78.6,90.7,0,1,72.0,70.5,Female,Civil,Not Placed
STU_06200,6.94,1,3,0,74.0,75.0,0,1,86.0,75.9,Male,Electronics,Placed
STU_06201,6.75,0,3,2,64.2,63.6,0,1,75.3,77.3,Male,Mechanical,Placed
STU_06202,6.2,0,4,2,68.3,68.9,0,0,79.0,90.7,Male,Electronics,Placed
STU_06203,9.59,0,3,2,61.5,88.0,0,1,75.4,83.0,Male,Computer Science,Placed
STU_06204,9.17,0,2,1,50.3,77.4,0,0,89.6,70.9,Female,Civil,Placed
STU_06205,6.14,1,2,2,70.5,78.9,0,0,91.8,81.2,Female,Mechanical,Placed
STU_06206,8.88,0,0,0,86.6,89.9,0,1,76.7,82.0,Female,Electronics,Placed
STU_06207,6.9,2,2,0,50.7,83.5,1,0,68.5,67.8,Male,Computer Science,Placed
STU_06208,7.43,2,2,0,91.0,85.5,0,1,76.9,81.4,Female,Information Technology,Placed
STU_06209,7.24,0,2,2,88.3,70.5,1,1,50.0,72.4,Male,Electronics,Not Placed
STU_06210,6.64,3,2,0,76.0,45.0,0,1,81.1,78.2,Male,Electronics,Placed
STU_06211,8.28,0,1,0,76.1,73.2,0,1,64.4,86.1,Female,Information Technology,Placed
STU_06212,7.43,0,2,2,67.2,64.0,1,0,75.8,86.3,Male,Information Technology,Placed
STU_06213,6.82,0,1,0,70.6,81.5,0,0,82.7,65.4,Male,Computer Science,Placed
STU_06214,6.0,0,2,2,63.0,50.8,1,1,72.3,62.8,Female,Mechanical,Placed
STU_06215,6.41,1,3,2,70.5,81.9,1,0,73.6,94.6,Male,Electronics,Not Placed
STU_06216,5.66,0,3,0,72.1,74.3,0,1,80.6,94.6,Male,Civil,Placed
STU_06217,7.31,2,2,0,98.2,76.2,0,1,72.4,83.1,Female,Electronics,Placed
STU_06218,6.1,1,0,1,78.5,79.4,1,0,87.2,71.7,Male,Mechanical,Not Placed
STU_06219,7.03,0,3,3,66.9,71.7,1,1,85.7,71.8,Male,Information Technology,Placed
STU_06220,8.67,1,1,2,68.5,68.0,0,1,83.7,64.2,Female,Computer Science,Placed
STU_06221,8.5,2,3,0,59.3,85.6,1,0,71.7,77.4,Female,Electronics,Placed
STU_06222,7.27,0,1,0,61.8,79.1,1,1,83.7,73.7,Female,Information Technology,Placed
STU_06223,7.21,0,1,0,83.7,80.3,1,1,70.6,74.0,Female,Mechanical,Placed
STU_06224,9.18,1,2,1,62.6,71.0,1,1,77.1,62.3,Female,Civil,Placed
STU_06225,7.82,1,2,0,60.7,73.3,0,0,51.6,85.5,Female,Civil,Placed
STU_06226,6.97,1,1,0,61.1,71.8,1,1,89.6,79.9,Female,Civil,Placed
STU_06227,5.87,0,2,1,59.1,51.1,1,1,95.3,80.0,Male,Information Technology,Placed
STU_06228,7.69,1,2,1,86.9,55.4,0,1,80.2,55.4,Male,Electronics,Placed
STU_06229,8.13,1,1,0,72.1,70.5,0,1,62.2,58.3,Male,Information Technology,Placed
STU_06230,6.67,1,2,2,65.8,49.5,0,1,75.8,62.9,Male,Mechanical,Placed
STU_06231,7.59,0,1,1,70.4,70.7,0,1,78.7,83.5,Female,Mechanical,Placed
STU_06232,,1,2,1,73.3,61.3,1,1,78.2,69.6,Male,Electronics,Placed
STU_06233,7.12,0,0,1,58.8,71.1,0,1,99.0,63.6,Female,Civil,Placed
STU_06234,5.0,1,2,1,49.2,74.0,1,1,75.6,82.2,Male,Mechanical,Placed
STU_06235,7.08,2,1,1,90.1,49.7,0,1,72.2,71.4,Male,Civil,Placed
STU_06236,8.27,1,1,2,84.8,75.9,0,0,79.6,79.1,Male,Computer Science,Placed
STU_06237,6.67,0,2,1,75.7,66.6,0,1,76.6,63.8,Female,Civil,Placed
STU_06238,7.35,0,2,1,83.8,44.1,1,1,70.5,74.7,Male,Information Technology,Placed
STU_06239,6.54,2,4,1,98.7,66.5,0,1,60.4,89.7,Male,Information Technology,Placed
STU_06240,7.66,1,3,1,62.0,76.6,1,1,85.3,88.6,Female,Computer Science,Placed
STU_06241,7.08,1,2,0,53.2,67.1,1,1,69.4,66.3,Male,Electronics,Placed
STU_06242,6.36,0,2,0,79.9,66.4,0,0,67.9,72.0,Male,Computer Science,Placed
STU_06243,8.63,1,1,1,48.0,73.8,0,0,69.9,83.9,Male,Information Technology,Placed
STU_06244,8.23,1,0,1,70.6,66.2,0,0,63.4,76.0,Male,Information Technology,Not Placed
STU_06245,6.7,3,1,1,65.5,68.8,1,0,84.6,78.9,Male,Information Technology,Placed
STU_06246,7.8,1,3,2,80.1,56.1,0,1,83.2,90.2,Female,Electronics,Placed
STU_06247,7.84,1,1,0,62.8,65.8,0,1,79.9,77.4,Male,Electronics,Placed
STU_06248,7.94,1,2,1,88.0,94.6,1,1,85.1,68.5,Male,Civil,Placed
STU_06249,5.61,0,1,1,58.8,74.1,0,0,82.3,88.8,Male,Mechanical,Not Placed
STU_06250,8.31,2,1,0,80.6,75.2,0,1,83.9,66.0,Male,Mechanical,Placed
STU_06251,6.73,1,0,0,60.0,64.3,1,1,96.2,74.8,Male,Information Technology,Placed
STU_06252,6.94,3,2,0,78.2,67.3,0,1,87.8,68.6,Female,Mechanical,Placed
STU_06253,,1,1,0,54.8,69.3,0,0,79.8,61.9,Male,Mechanical,Placed
STU_06254,7.6,0,2,0,69.6,82.5,1,1,68.7,73.9,Male,Computer Science,Placed
STU_06255,6.91,1,2,1,89.8,86.4,1,0,62.0,75.7,Male,Electronics,Placed
STU_06256,5.09,0,2,1,71.7,66.5,0,1,60.4,72.2,Female,Mechanical,Placed
STU_06257,8.69,0,2,1,87.7,71.7,0,1,87.5,86.0,Male,Computer Science,Placed
STU_06258,5.95,0,2,2,69.6,69.2,1,0,72.4,66.6,Male,Civil,Placed
STU_06259,6.3,1,2,1,62.4,81.1,1,1,78.8,79.0,Female,Civil,Placed
STU_06260,6.97,1,1,0,72.6,77.6,0,0,68.5,61.7,Male,Civil,Placed
STU_06261,8.72,0,3,0,79.3,70.9,0,1,99.0,99.0,Female,Civil,Placed
STU_06262,8.07,1,0,0,41.4,84.1,0,1,60.0,67.8,Female,Mechanical,Placed
STU_06263,7.14,0,1,2,77.8,78.2,0,0,79.4,57.2,Male,Electronics,Placed
STU_06264,7.61,2,1,2,55.9,62.7,1,1,74.4,72.4,Female,Information Technology,Placed
STU_06265,6.7,1,2,0,52.2,72.1,0,1,78.2,77.5,Female,Information Technology,Placed
STU_06266,7.44,1,0,1,78.1,69.9,0,1,74.8,84.7,Male,Information Technology,Placed
STU_06267,7.37,0,2,3,90.1,60.1,0,1,69.1,86.8,Male,Computer Science,Placed
STU_06268,8.27,1,2,1,73.2,69.3,0,1,66.8,81.9,Male,Computer Science,Placed
STU_06269,8.27,1,2,1,49.7,85.7,0,1,98.5,84.3,Male,Civil,Placed
STU_06270,7.79,2,1,0,59.9,85.1,1,1,75.0,87.1,Male,Computer Science,Placed
STU_06271,6.94,0,2,0,63.7,83.0,0,1,81.4,77.7,Female,Mechanical,Placed
STU_06272,8.04,0,1,1,72.9,81.3,1,1,62.1,66.6,Male,Electronics,Placed
STU_06273,7.21,1,0,2,68.9,74.5,1,1,56.8,76.0,Male,Electronics,Placed
STU_06274,6.22,0,1,1,77.4,64.8,1,1,71.2,67.1,Female,Computer Science,Placed
STU_06275,6.9,0,2,0,85.0,78.8,0,1,86.7,86.5,Male,Civil,Placed
STU_06276,7.38,2,2,2,75.2,52.2,0,1,78.3,88.2,Female,Electronics,Placed
STU_06277,8.21,0,2,2,83.5,63.9,0,1,72.6,88.9,Female,Information Technology,Placed
STU_06278,7.12,3,2,0,66.0,85.3,0,1,82.3,62.3,Female,Mechanical,Placed
STU_06279,6.09,0,2,0,100.0,66.1,0,1,72.5,86.7,Female,Computer Science,Placed
STU_06280,7.36,1,1,1,78.3,79.7,0,0,91.8,68.7,Female,Computer Science,Placed
STU_06281,7.41,1,0,0,80.3,67.6,0,0,92.2,79.1,Male,Computer Science,Not Placed
STU_06282,7.49,1,3,0,96.4,78.6,0,1,72.2,84.1,Female,Mechanical,Placed
STU_06283,8.22,3,2,0,71.3,53.5,0,1,70.2,59.2,Male,Mechanical,Placed
STU_06284,8.32,0,2,3,60.3,87.3,0,1,77.3,84.5,Female,Computer Science,Placed
STU_06285,6.71,2,2,2,89.6,58.6,0,0,82.3,58.0,Male,Mechanical,Placed
STU_06286,6.68,1,2,0,90.5,55.7,1,1,75.3,72.8,Female,Information Technology,Placed
STU_06287,6.26,0,2,2,72.3,86.6,0,1,88.5,85.7,Male,Electronics,Not Placed
STU_06288,8.0,2,0,1,96.4,72.0,1,1,80.7,89.6,Female,Civil,Placed
STU_06289,8.75,0,3,0,68.8,68.3,0,1,88.9,83.9,Female,Mechanical,Placed
STU_06290,6.98,2,1,2,84.0,90.8,1,1,66.8,68.8,Female,Information Technology,Placed
STU_06291,7.06,0,0,1,92.7,80.8,0,1,72.1,68.4,Female,Information Technology,Placed
STU_06292,8.77,2,0,2,71.5,66.6,1,1,83.3,73.4,Male,Computer Science,Placed
STU_06293,7.81,1,2,1,76.9,70.4,0,0,78.5,75.6,Female,Civil,Placed
STU_06294,7.74,0,2,1,85.4,84.9,1,1,76.1,84.6,Male,Electronics,Placed
STU_06295,6.11,1,2,0,64.5,60.4,0,0,72.8,74.3,Male,Mechanical,Placed
STU_06296,7.98,0,3,0,57.8,89.3,1,0,78.9,69.9,Male,Mechanical,Placed
STU_06297,6.37,0,1,1,90.0,66.7,0,1,92.3,71.1,Male,Computer Science,Placed
STU_06298,6.17,0,2,2,74.6,61.5,0,1,57.9,87.5,Male,Information Technology,Placed
STU_06299,6.95,0,2,1,62.4,85.0,0,1,76.5,75.6,Male,Civil,Placed
STU_06300,6.71,0,4,0,71.4,80.8,1,1,76.9,91.8,Male,Electronics,Not Placed
STU_06301,7.08,1,1,0,77.6,50.7,0,0,67.1,85.5,Male,Information Technology,Placed
STU_06302,5.86,1,4,2,46.5,70.7,0,1,76.4,69.2,Female,Electronics,Placed
STU_06303,8.26,1,0,0,,58.7,1,1,61.6,70.1,Male,,Placed
STU_06304,8.43,0,2,0,76.1,81.6,0,1,72.2,73.8,Male,Civil,Placed
STU_06305,5.35,1,2,2,94.8,92.6,0,1,75.3,73.5,Female,Information Technology,Placed
STU_06306,8.28,1,3,2,66.7,78.5,1,1,77.9,87.7,Male,Civil,Placed
STU_06307,6.49,0,0,1,90.7,62.9,0,0,96.8,69.1,Male,Computer Science,Placed
STU_06308,8.16,2,0,0,69.3,82.7,1,1,69.8,76.2,Female,Computer Science,Placed
STU_06309,7.23,1,0,0,72.1,71.4,0,1,64.8,78.7,Male,,Placed
STU_06310,7.33,1,2,2,74.2,71.1,0,1,87.9,82.8,Male,Electronics,Placed
STU_06311,7.11,0,2,2,100.0,66.2,0,1,50.0,80.2,Female,Information Technology,Placed
STU_06312,8.51,0,3,3,,73.3,1,1,71.8,79.4,Male,Mechanical,Placed
STU_06313,6.06,2,2,1,77.4,71.1,1,1,74.7,69.7,Female,Mechanical,Placed
STU_06314,7.91,2,0,2,70.6,43.1,0,1,68.6,70.8,Male,Computer Science,Placed
STU_06315,8.4,0,1,0,69.6,72.3,0,1,77.1,77.7,Male,Computer Science,Placed
STU_06316,8.02,0,0,0,78.7,70.3,1,1,71.5,72.9,Male,Mechanical,Placed
STU_06317,9.62,1,2,0,86.6,76.2,1,0,60.6,64.7,Female,Computer Science,Placed
STU_06318,6.77,1,3,3,78.0,47.9,0,0,84.2,70.2,Male,Computer Science,Placed
STU_06319,8.26,2,4,0,88.5,78.1,0,1,84.6,76.9,Male,Computer Science,Placed
STU_06320,7.19,0,1,0,66.2,72.3,1,0,68.1,88.1,Male,Computer Science,Placed
STU_06321,8.53,0,0,2,69.3,77.9,1,1,72.6,64.6,Male,Electronics,Placed
STU_06322,7.29,0,1,0,55.0,52.5,0,0,96.6,62.9,Female,Computer Science,Not Placed
STU_06323,6.91,0,2,0,99.7,57.2,0,1,82.5,83.4,Male,Mechanical,Placed
STU_06324,8.61,0,4,1,67.2,49.5,1,0,78.0,70.5,Female,Information Technology,Placed
STU_06325,6.81,2,0,1,65.5,73.8,0,1,94.2,65.7,Female,Civil,Placed
STU_06326,5.89,1,0,1,79.1,67.9,0,1,61.8,74.8,Female,Mechanical,Placed
STU_06327,6.78,2,2,2,86.6,70.3,1,1,57.7,65.1,Female,Information Technology,Placed
STU_06328,7.92,0,2,0,59.6,55.3,0,0,79.7,99.0,Male,Mechanical,Placed
STU_06329,8.69,0,1,2,87.8,57.5,0,1,86.4,66.5,Female,Computer Science,Placed
STU_06330,7.41,0,3,2,65.5,42.0,1,1,60.9,77.1,Female,Mechanical,Placed
STU_06331,8.62,0,0,0,91.5,55.9,0,1,65.0,80.7,Male,Computer Science,Placed
STU_06332,5.94,2,3,2,61.9,64.2,0,1,85.9,85.4,Female,Civil,Placed
STU_06333,6.86,0,1,0,81.0,64.8,0,0,66.5,63.1,Male,Mechanical,Placed
STU_06334,7.01,0,0,0,70.6,71.2,0,0,75.4,80.0,Female,Mechanical,Placed
STU_06335,7.19,0,1,2,53.1,81.1,0,0,80.1,56.9,Female,Civil,Placed
STU_06336,7.38,0,1,0,48.8,63.7,1,0,87.5,78.4,Male,Electronics,Placed
STU_06337,7.99,1,2,0,58.9,77.9,0,0,74.9,74.4,Male,Information Technology,Placed
STU_06338,6.86,0,2,0,84.9,81.3,1,1,82.9,83.3,Female,Civil,Placed
STU_06339,7.44,1,2,0,40.9,85.8,1,0,65.6,77.9,Male,Mechanical,Placed
STU_06340,7.25,1,2,2,75.0,77.9,0,0,83.9,73.8,Male,Computer Science,Placed
STU_06341,,0,1,2,73.7,72.9,0,1,68.9,74.6,Female,Information Technology,Placed
STU_06342,7.19,0,0,1,44.8,59.0,0,1,64.2,59.0,Female,Civil,Not Placed
STU_06343,7.16,1,4,1,58.0,75.3,0,1,98.7,66.0,Male,Mechanical,Placed
STU_06344,7.13,1,3,1,58.0,67.5,0,1,96.3,91.7,Male,Electronics,Placed
STU_06345,7.33,0,0,0,70.8,88.5,1,0,79.5,77.3,Female,Information Technology,Placed
STU_06346,7.38,0,1,0,92.0,73.1,1,0,93.5,82.5,Female,Information Technology,Placed
STU_06347,6.87,0,2,0,86.1,70.1,0,1,74.7,68.2,Female,Mechanical,Placed
STU_06348,8.57,0,1,1,,89.0,0,0,76.6,84.6,Male,Civil,Placed
STU_06349,6.13,0,2,1,57.6,66.2,0,1,76.2,71.9,Male,Information Technology,Placed
STU_06350,6.58,0,2,2,46.6,72.0,0,1,68.9,59.2,Female,Civil,Placed
STU_06351,10.0,0,1,1,64.3,96.1,0,0,54.6,74.1,Male,Mechanical,Placed
STU_06352,6.26,0,0,1,56.5,75.2,0,1,74.9,89.2,Male,Information Technology,Placed
STU_06353,5.95,0,2,0,69.5,85.5,0,1,91.0,52.3,Male,Information Technology,Placed
STU_06354,8.03,2,1,2,70.0,90.0,0,1,80.8,83.1,Female,Information Technology,Placed
STU_06355,5.22,1,1,2,62.9,65.4,0,1,86.1,76.7,Male,Computer Science,Placed
STU_06356,7.06,2,2,2,63.2,82.9,1,1,81.9,99.0,Female,Electronics,Placed
STU_06357,9.45,0,2,0,59.6,68.0,0,1,69.5,99.0,Male,Mechanical,Placed
STU_06358,5.76,1,1,1,62.3,96.5,1,1,80.5,55.6,Female,Mechanical,Placed
STU_06359,5.32,0,3,1,91.5,89.3,1,1,74.7,90.2,Male,Computer Science,Placed
STU_06360,5.8,1,2,0,77.8,80.9,0,1,67.4,70.7,Male,Information Technology,Placed
STU_06361,8.2,0,1,3,78.0,84.5,0,1,87.2,72.9,Male,Civil,Placed
STU_06362,8.42,0,1,0,85.2,63.7,1,1,64.9,68.7,Female,Computer Science,Placed
STU_06363,6.79,2,2,0,83.9,92.6,0,1,71.4,67.3,Female,Information Technology,Placed
STU_06364,,1,1,1,91.4,61.1,1,1,99.0,89.5,Female,Computer Science,Placed
STU_06365,8.69,2,2,0,78.8,76.9,1,1,85.0,49.1,Female,Electronics,Placed
STU_06366,9.09,0,2,2,73.1,63.4,1,0,80.5,67.7,Female,Computer Science,Placed
STU_06367,7.05,0,2,1,61.1,82.3,0,1,56.3,82.4,Male,Computer Science,Placed
STU_06368,5.0,0,2,1,57.6,92.9,1,0,76.8,52.6,Male,Information Technology,Placed
STU_06369,6.48,1,2,1,83.2,77.4,1,1,66.4,72.5,Male,Information Technology,Placed
STU_06370,6.87,1,1,0,68.3,75.8,0,1,77.2,61.7,Male,Mechanical,Placed
STU_06371,7.04,2,1,2,49.6,70.6,1,1,76.1,77.6,Male,Electronics,Placed
STU_06372,7.11,0,2,2,38.6,73.2,0,1,69.4,75.5,Male,Electronics,Placed
STU_06373,8.42,1,2,1,100.0,68.0,0,0,89.7,85.3,Female,Mechanical,Placed
STU_06374,8.57,0,2,3,55.2,91.6,0,1,87.5,49.5,Female,Mechanical,Placed
STU_06375,7.13,0,1,1,59.7,81.5,1,0,66.7,79.7,Female,Mechanical,Not Placed
STU_06376,8.4,1,4,1,88.4,67.8,0,0,93.7,66.8,Male,Information Technology,Placed
STU_06377,7.66,1,0,2,51.9,72.7,1,0,66.5,91.0,Male,Electronics,Placed
STU_06378,7.36,0,1,1,,100.0,1,1,94.6,70.1,Male,Computer Science,Placed
STU_06379,8.21,0,1,1,97.3,75.3,0,1,75.9,66.0,Female,Information Technology,Placed
STU_06380,7.37,0,1,0,100.0,89.4,1,1,74.0,69.0,Male,Computer Science,Placed
STU_06381,9.36,0,2,1,63.3,65.1,0,0,92.9,81.2,Female,Civil,Placed
STU_06382,5.86,0,0,3,69.8,77.7,0,1,76.4,82.7,Female,Information Technology,Placed
STU_06383,6.78,0,1,1,64.1,64.5,0,0,89.0,74.7,Male,Civil,Placed
STU_06384,7.17,0,1,0,69.7,65.6,0,1,65.0,64.2,Female,Computer Science,Placed
STU_06385,7.74,3,2,1,89.5,81.5,1,1,78.3,62.0,Female,Electronics,Placed
STU_06386,8.57,2,3,1,49.0,61.3,0,1,82.7,82.5,Male,Information Technology,Placed
STU_06387,7.28,1,2,0,79.7,57.7,0,1,90.0,80.8,Male,Electronics,Not Placed
STU_06388,5.88,3,1,2,67.1,80.2,1,1,85.1,79.5,Female,Civil,Placed
STU_06389,8.14,1,2,2,90.5,66.1,1,1,78.4,92.4,Female,Mechanical,Placed
STU_06390,8.05,0,0,1,89.7,68.6,0,1,82.7,66.3,Male,Electronics,Placed
STU_06391,5.36,0,1,0,63.9,50.4,0,1,70.7,96.8,Male,Information Technology,Not Placed
STU_06392,7.3,2,3,1,68.3,56.8,0,0,84.0,78.7,Female,Mechanical,Placed
STU_06393,5.71,1,2,0,83.4,74.6,0,0,82.8,69.4,Male,Electronics,Placed
STU_06394,6.64,2,0,1,84.7,69.2,0,1,70.2,74.4,Male,Information Technology,Not Placed
STU_06395,6.4,2,1,0,32.9,82.9,0,1,79.2,61.9,Female,Mechanical,Placed
STU_06396,8.11,0,1,1,83.3,61.2,0,1,85.7,63.8,Female,Civil,Placed
STU_06397,7.42,0,1,0,94.7,70.0,1,1,99.0,73.8,Female,Civil,Placed
STU_06398,6.01,0,2,2,73.8,72.6,1,1,89.9,83.5,Male,Electronics,Placed
STU_06399,8.18,0,1,2,84.3,69.6,1,0,80.3,67.3,Male,Computer Science,Placed
STU_06400,5.87,0,3,3,89.2,79.2,0,1,80.8,98.6,Female,Information Technology,Placed
STU_06401,7.63,0,2,0,73.3,59.0,1,0,76.5,74.5,Female,Electronics,Placed
STU_06402,6.49,0,3,0,82.2,78.1,0,1,79.1,68.4,Male,Electronics,Placed
STU_06403,6.93,0,2,1,70.2,85.7,0,0,85.8,60.9,Male,Computer Science,Placed
STU_06404,7.8,0,2,0,69.2,62.1,0,1,85.5,69.3,Male,Electronics,Placed
STU_06405,7.82,0,2,0,60.1,76.8,0,1,77.1,90.9,Male,Mechanical,Placed
STU_06406,8.64,1,0,1,72.6,76.3,1,0,67.0,94.0,Female,Mechanical,Not Placed
STU_06407,7.22,0,2,1,98.3,79.1,1,1,75.9,81.8,Male,Civil,Placed
STU_06408,7.61,1,1,0,56.5,72.0,1,1,69.6,75.6,Male,Computer Science,Placed
STU_06409,6.86,2,0,1,79.3,89.0,0,0,65.8,59.2,Female,Civil,Placed
STU_06410,7.48,0,1,1,74.8,97.3,1,1,84.1,48.0,Male,Mechanical,Placed
